Club;Nacionalidad;Jugadores;Promedio edad;Promedio Rating;Promedio Altura;Promedio Peso
FC Vaduz;Liechtenstein;4;28.25;58.75;180.75;74.5
FC Vaduz;Serbia;1;25;66;186;87
FC Vaduz;Switzerland;12;25.9166666666667;59.1666666666667;183.833333333333;77.75
FC Vaduz;United States;1;23;61;180;81
Fenerbahçe;Brazil;3;29;75.3333333333333;192.333333333333;87
Fenerbahçe;Denmark;1;28;81;189;90
Fenerbahçe;Morocco;1;30;76;176;68
Fenerbahçe;Netherlands;3;30.3333333333333;78.6666666666667;182.666666666667;71
Fenerbahçe;Nigeria;1;29;74;182;90
Fenerbahçe;Russia;1;29;73;188;81
Fenerbahçe;Senegal;1;31;79;180;81
Fenerbahçe;Slovakia;2;29.5;77.5;180;73.5
Fenerbahçe;Turkey;16;24.3125;70.125;180.6875;73.9375
Fenerbahçe;Ukraine;1;24;72;173;70
Feyenoord;Australia;1;35;76;194;76
Feyenoord;Brazil;1;29;79;193;89
Feyenoord;Denmark;1;26;78;190;86
Feyenoord;Morocco;2;25.5;72;177.5;74
Feyenoord;Netherlands;20;24.3;71.75;182.55;74.65
Feyenoord;Norway;1;18;64;176;65
Feyenoord;Peru;1;21;72;185;78
Feyenoord;Sweden;2;26;69.5;185;77
Feyenoord;Turkey;1;22;73;173;64
Figueirense;Brazil;20;29.2;68.75;181.8;76.6
Finn Harps;England;1;20;52;180;76
Finn Harps;Haiti;1;30;61;173;75
Finn Harps;Northern Ireland;3;27.3333333333333;60;179;74.3333333333333
Finn Harps;Republic of Ireland;20;23.25;53.65;181.3;73.7
Fiorentina;Argentina;1;32;82;182;79
Fiorentina;Colombia;1;31;77;182;82
Fiorentina;Croatia;3;28;77.6666666666667;185.333333333333;76.6666666666667
Fiorentina;France;1;30;76;190;90
Fiorentina;Italy;8;22.125;70.375;183.75;73.75
Fiorentina;Mexico;1;23;74;184;82
Fiorentina;Poland;1;19;71;191;86
Fiorentina;Romania;2;24.5;70;185;78
Fiorentina;Senegal;1;24;76;185;76
Fiorentina;Serbia;1;29;76;184;79
Fiorentina;Slovenia;1;29;80;190;79
Fiorentina;Spain;2;28.5;80.5;176.5;69
Fiorentina;United States;1;19;64;165;60
Fiorentina;Uruguay;3;24.3333333333333;74.3333333333333;180.333333333333;74.3333333333333
FK Bodø/Glimt;Canada;1;26;58;188;77
FK Bodø/Glimt;Norway;18;23.7777777777778;60.2777777777778;180.222222222222;76.9444444444444
FK Bodø/Glimt;Ukraine;1;30;60;191;88
FK Haugesund;Bosnia Herzegovina;1;23;64;179;74
FK Haugesund;Denmark;1;24;58;180;75
FK Haugesund;Nigeria;2;19.5;61;181;73.5
FK Haugesund;Norway;19;23.2105263157895;59;180.421052631579;73.1052631578947
FK Haugesund;Slovakia;1;26;67;186;82
FK Haugesund;Somalia;1;28;64;182;72
Fl. Varela;Argentina;29;24.5172413793103;65.8620689655172;178.862068965517;74.7586206896552
Fl. Varela;Uruguay;1;24;62;182;71
Fleetwood Town;England;20;23.65;60.3;182;74.8
Fleetwood Town;France;1;25;56;193;82
Fleetwood Town;Germany;1;26;64;182;71
Fleetwood Town;Northern Ireland;2;23;60.5;180;69
Fleetwood Town;Republic of Ireland;2;26.5;65.5;186.5;72.5
Fleetwood Town;Wales;2;21.5;61.5;180.5;70
Fluminense;Brazil;20;28;69.2;181.5;76.05
Fortaleza FC;Colombia;20;25.4;58.35;179.65;73.95
Free agent;Ivory Coast;1;39;81;189;80
Free Agents;Argentina;1;31;78;173;75
Free Agents;Australia;2;29.5;72;178.5;76
Free Agents;Belgium;1;28;82;186;73
Free Agents;Bolivia;25;28.36;65.76;176.36;71.64
Free Agents;Brazil;4;27.75;81;184.75;78.25
Free Agents;Bulgaria;13;27.5384615384615;64.3846153846154;182.076923076923;75.4615384615385
Free Agents;Cameroon;6;25;62.6666666666667;182.833333333333;76
Free Agents;Canada;8;26.875;64.875;182.125;79
Free Agents;Chile;1;30;75;178;68
Free Agents;China PR;27;26.3703703703704;62.2222222222222;181.222222222222;73.8888888888889
Free Agents;Colombia;1;22;72;180;85
Free Agents;Czech Republic;11;24.9090909090909;72.2727272727273;186.909090909091;80.4545454545455
Free Agents;Ecuador;8;28;68.75;179;75.625
Free Agents;Egypt;12;30.1666666666667;68.4166666666667;184.5;79.5
Free Agents;Greece;6;25.5;70.6666666666667;176.833333333333;72.8333333333333
Free Agents;Hungary;14;27.5714285714286;70.7142857142857;183.357142857143;78.2142857142857
Free Agents;India;29;25.1724137931034;57.8275862068966;178.103448275862;72.6896551724138
Free Agents;Ivory Coast;3;27.6666666666667;69.3333333333333;187.666666666667;81.3333333333333
Free Agents;Paraguay;9;30.6666666666667;73.7777777777778;182;76.3333333333333
Free Agents;Peru;14;26;66.2142857142857;178.357142857143;72.2142857142857
Free Agents;Republic of Ireland;1;23;59;185;77
Free Agents;Romania;9;28.8888888888889;71.5555555555556;184.222222222222;79
Free Agents;Slovenia;5;29.4;67.8;183.4;77.6
Free Agents;South Africa;13;28.3076923076923;70.9230769230769;177.923076923077;71.3846153846154
Free Agents;Sweden;1;26;70;187;87
Free Agents;Turkey;1;31;79;188;81
Free Agents;United States;1;25;69;173;68
Free Agents;Uruguay;2;26.5;74;184.5;82
Free Agents;Venezuela;4;22.75;65.75;176.25;77
Frosinone;Brazil;1;35;66;188;83
Frosinone;Croatia;1;21;57;182;75
Frosinone;DR Congo;1;27;69;187;85
Frosinone;Germany;1;26;67;180;77
Frosinone;Ghana;1;19;60;180;75
Frosinone;Italy;17;27.7058823529412;69.1764705882353;181.411764705882;75.0588235294118
Frosinone;Romania;1;21;60;196;89
Frosinone;Slovenia;1;22;70;187;86
Frosinone;Ukraine;2;24;65.5;184.5;85
Fulham;Austria;1;29;71;182;78
Fulham;Belgium;1;28;72;178;67
Fulham;Brazil;1;23;74;182;75
Fulham;Czech Republic;1;23;74;182;73
Fulham;DR Congo;1;25;74;170;65
Fulham;England;10;23;62.2;180.8;70.3
Fulham;Estonia;1;18;55;183;75
Fulham;Finland;1;24;61;197;89
Fulham;Greece;1;25;68;184;80
Fulham;Iceland;1;30;72;187;77
Fulham;Ivory Coast;1;26;72;172;75
Fulham;Nigeria;1;28;73;173;75
Fulham;Norway;1;26;74;182;76
Fulham;Scotland;3;27.3333333333333;73.6666666666667;185.333333333333;75.6666666666667
Fulham;Togo;1;28;75;174;68
Fulham;United States;2;23.5;63;180;68.5
Fulham;Wales;2;20;61;180;71.5
G. La Plata;Argentina;27;26.1481481481481;66.2222222222222;178.62962962963;75.5555555555556
G. La Plata;Mexico;1;35;69;176;75
G. La Plata;Uruguay;2;24.5;69;179;74.5
Galatasaray;Belgium;1;26;72;180;76
Galatasaray;Cameroon;1;31;77;184;86
Galatasaray;Cape Verde;1;26;75;173;70
Galatasaray;France;1;25;76;182;79
Galatasaray;Germany;1;31;81;182;83
Galatasaray;Netherlands;2;32;80.5;172;72
Galatasaray;Norway;1;25;73;177;72
Galatasaray;Portugal;2;24;78;173.5;70.5
Galatasaray;Switzerland;2;25;69;180.5;76.5
Galatasaray;Turkey;17;24.9411764705882;68.7058823529412;182.411764705882;75
Galatasaray;Uruguay;1;30;82;190;84
Galway United;England;1;25;54;198;95
Galway United;Republic of Ireland;19;23.0526315789474;55;178.736842105263;72.7368421052632
Galway United;United States;1;25;54;186;70
Gamba Osaka;Brazil;3;26.6666666666667;70;183.666666666667;78
Gamba Osaka;Japan;26;25.1153846153846;62.5384615384615;177.615384615385;71.4230769230769
Gamba Osaka;Korea Republic;1;27;64;178;74
Gaziantepspor;Algeria;1;26;72;183;85
Gaziantepspor;Austria;1;25;68;179;77
Gaziantepspor;Belarus;2;29;69;180;74.5
Gaziantepspor;Brazil;4;28;71.75;182;75
Gaziantepspor;Czech Republic;1;31;74;179;77
Gaziantepspor;Equatorial Guinea;1;27;63;178;80
Gaziantepspor;Ghana;1;24;68;178;75
Gaziantepspor;Ivory Coast;1;29;72;182;75
Gaziantepspor;Netherlands;1;30;70;177;75
Gaziantepspor;Senegal;1;23;65;185;83
Gaziantepspor;Tunisia;1;28;74;183;82
Gaziantepspor;Turkey;14;25.1428571428571;67.0714285714286;181.214285714286;74.7142857142857
Gaziantepspor;Zambia;1;24;69;180;78
Gefle IF;Denmark;1;25;62;189;84
Gefle IF;Finland;1;32;63;188;88
Gefle IF;France;1;22;61;184;85
Gefle IF;Ghana;1;22;63;182;75
Gefle IF;Liberia;1;33;63;184;72
Gefle IF;Sweden;16;24.875;58.375;183.0625;79.5625
Gençlerbirli?i;Albania;1;27;63;184;79
Gençlerbirli?i;Belarus;1;26;73;186;80
Gençlerbirli?i;Brazil;2;26;69.5;176;77
Gençlerbirli?i;Ghana;1;24;65;178;66
Gençlerbirli?i;Kosovo;1;22;69;194;86
Gençlerbirli?i;Montenegro;1;25;66;193;89
Gençlerbirli?i;Netherlands;1;25;66;187;77
Gençlerbirli?i;Romania;1;25;69;175;65
Gençlerbirli?i;Serbia;1;28;68;179;72
Gençlerbirli?i;Slovenia;1;28;64;177;72
Gençlerbirli?i;South Africa;1;26;67;172;68
Gençlerbirli?i;Sweden;3;26;69.6666666666667;186;81.6666666666667
Gençlerbirli?i;Turkey;10;28;68.9;181.3;75.7
Genoa;Argentina;5;28.4;75.2;183;80.2
Genoa;Brazil;2;30.5;74;179.5;83
Genoa;Chile;1;33;75;187;78
Genoa;Czech Republic;1;23;64;194;82
Genoa;France;1;21;70;180;80
Genoa;FYR Macedonia;1;33;74;184;75
Genoa;Ghana;1;25;72;180;73
Genoa;Italy;12;24.3333333333333;69.4166666666667;181.75;73.75
Genoa;Morocco;1;27;70;180;78
Genoa;Portugal;1;30;79;180;78
Genoa;Serbia;2;24;72;181.5;67.5
Genoa;Sweden;1;24;73;184;78
Genoa;Uruguay;1;24;76;178;66
Getafe CF;Algeria;1;33;73;176;70
Getafe CF;Argentina;5;29.2;71.2;179.4;73.6
Getafe CF;Ecuador;1;19;61;174;65
Getafe CF;Romania;1;25;71;182;75
Getafe CF;Serbia;1;27;71;186;75
Getafe CF;Spain;17;27.5882352941176;68.7647058823529;179.411764705882;71.5882352941177
Getafe CF;Turkey;1;21;65;177;69
Getafe CF;Uruguay;1;28;74;172;61
GFC Ajaccio;Algeria;1;21;68;172;67
GFC Ajaccio;Central African Rep.;1;24;69;186;83
GFC Ajaccio;Comoros;1;26;60;173;70
GFC Ajaccio;DR Congo;2;26;67;177;70
GFC Ajaccio;France;18;27.7222222222222;64.8333333333333;180.333333333333;74.2777777777778
GFC Ajaccio;Ivory Coast;1;31;71;184;78
GFC Ajaccio;Senegal;1;29;66;190;76
GFC Ajaccio;Tunisia;1;23;65;182;67
GIF Sundsvall;England;1;26;58;190;88
GIF Sundsvall;Iceland;1;26;62;177;70
GIF Sundsvall;Luxembourg;1;27;64;187;76
GIF Sundsvall;Sweden;20;22.85;58.85;182.55;76.6
Gillingham;Antigua & Barbuda;1;26;60;180;76
Gillingham;Australia;1;27;63;173;76
Gillingham;DR Congo;1;18;57;185;82
Gillingham;England;17;23.5294117647059;60.3529411764706;181.235294117647;75.4705882352941
Gillingham;Germany;1;25;65;188;70
Gillingham;Northern Ireland;1;25;63;188;81
Gillingham;Pakistan;1;33;60;189;82
Gillingham;Republic of Ireland;4;22.75;61.25;182.75;73.25
Gillingham;Wales;1;27;61;183;71
Gimnàstic;Brazil;1;29;68;191;85
Gimnàstic;Cameroon;3;26;70;182;74.6666666666667
Gimnàstic;Chile;1;24;70;177;71
Gimnàstic;France;1;23;65;189;77
Gimnàstic;FYR Macedonia;1;23;68;188;81
Gimnàstic;Gabon;1;24;69;173;70
Gimnàstic;Ivory Coast;1;24;68;180;67
Gimnàstic;Japan;1;27;70;181;75
Gimnàstic;Nigeria;1;33;70;172;70
Gimnàstic;Senegal;1;21;62;180;75
Gimnàstic;Spain;16;28;67.875;180.8125;74.125
Giron. Bordeaux;Algeria;1;20;72;172;65
Giron. Bordeaux;Argentina;2;20.5;69.5;172;71.5
Giron. Bordeaux;Brazil;1;20;78;171;71
Giron. Bordeaux;Czech Republic;1;35;75;182;72
Giron. Bordeaux;France;15;24.6666666666667;71.6;182.066666666667;78.1333333333333
Giron. Bordeaux;Germany;1;26;73;177;75
Giron. Bordeaux;Guinea;1;20;74;182;73
Giron. Bordeaux;Ivory Coast;1;23;75;175;76
Giron. Bordeaux;Mali;1;29;69;180;82
Giron. Bordeaux;Poland;1;31;73;187;85
Giron. Bordeaux;Senegal;1;27;75;184;76
Giron. Bordeaux;Serbia;2;20.5;69;183;77.5
Giron. Bordeaux;Uruguay;2;22.5;72;175.5;73.5
Girona CF;Colombia;1;24;70;185;73
Girona CF;Italy;1;25;71;186;78
Girona CF;Morocco;1;25;71;192;78
Girona CF;Spain;25;25.96;68.36;181.52;75.44
Go Ahead Eagles;Austria;1;23;67;180;75
Go Ahead Eagles;Belgium;1;21;64;182;68
Go Ahead Eagles;Curacao;1;26;68;169;63
Go Ahead Eagles;England;1;19;64;175;68
Go Ahead Eagles;Ghana;1;23;70;173;70
Go Ahead Eagles;Kosovo;1;24;66;192;90
Go Ahead Eagles;Morocco;1;29;66;165;63
Go Ahead Eagles;Netherlands;20;25.15;63.35;182.7;76.7
Go Ahead Eagles;Spain;1;19;61;178;66
Godoy Cruz;Argentina;23;24.2608695652174;64.6086956521739;180.565217391304;77.6521739130435
Godoy Cruz;Paraguay;2;24.5;69;186.5;88.5
Godoy Cruz;Uruguay;3;23.3333333333333;69.3333333333333;182.666666666667;77.6666666666667
Goiás;Brazil;20;29.8;68.25;180.2;75.1
Górnik ??czna;Brazil;2;29;66;184.5;81
Górnik ??czna;Croatia;1;25;61;175;64
Górnik ??czna;FYR Macedonia;1;25;60;179;63
Górnik ??czna;Georgia;1;25;67;173;70
Górnik ??czna;Peru;1;27;67;176;81
Górnik ??czna;Poland;17;28.9411764705882;61.0588235294118;185.058823529412;77.8823529411765
Górnik ??czna;Romania;1;27;59;176;72
Górnik ??czna;Serbia;2;28;61.5;180;73.5
Górnik ??czna;Spain;1;27;65;184;77
Granada CF;Argentina;1;20;72;181;84
Granada CF;Brazil;3;21;67.6666666666667;183.333333333333;76.6666666666667
Granada CF;Cameroon;1;19;64;183;77
Granada CF;Colombia;1;31;78;185;74
Granada CF;Ecuador;1;19;61;175;69
Granada CF;France;4;24.75;72.5;178.75;76.25
Granada CF;Gambia;1;21;63;184;75
Granada CF;Ghana;1;26;75;171;72
Granada CF;Greece;1;29;74;182;74
Granada CF;Iceland;1;23;71;188;83
Granada CF;Israel;1;23;70;177;68
Granada CF;Ivory Coast;1;20;70;180;74
Granada CF;Mali;1;18;66;177;66
Granada CF;Mexico;1;31;79;185;77
Granada CF;Morocco;1;27;78;176;67
Granada CF;Nigeria;1;21;72;186;73
Granada CF;Portugal;2;22.5;73.5;187;81.5
Granada CF;Slovenia;1;26;72;189;78
Granada CF;Spain;6;23.6666666666667;69.3333333333333;180.166666666667;72.5
Granada CF;Ukraine;1;27;72;189;79
Granada CF;Uruguay;1;23;72;183;75
Grasshopper;Brazil;1;30;76;186;85
Grasshopper;Croatia;1;28;68;188;81
Grasshopper;Denmark;2;22;68.5;181;74
Grasshopper;DR Congo;1;27;68;186;90
Grasshopper;FYR Macedonia;1;19;62;174;70
Grasshopper;Iceland;1;26;68;178;84
Grasshopper;Iraq;1;20;60;177;67
Grasshopper;Israel;1;24;74;181;77
Grasshopper;Kosovo;2;25;63;180.5;73
Grasshopper;Serbia;3;25.6666666666667;66.6666666666667;186;80
Grasshopper;Sweden;1;23;70;187;87
Grasshopper;Switzerland;11;20.0909090909091;56.8181818181818;183;74.9090909090909
Grêmio;Brazil;20;28.2;69.95;182.65;79.2
Greuther Fürth;Albania;1;31;70;186;87
Greuther Fürth;Austria;3;23.3333333333333;65.6666666666667;184.333333333333;74.3333333333333
Greuther Fürth;Germany;18;24.2777777777778;64.9444444444444;182.722222222222;77.2777777777778
Greuther Fürth;Hungary;2;27;70.5;189;86
Greuther Fürth;Ivory Coast;1;26;67;185;77
Greuther Fürth;Norway;2;23;67.5;178.5;72.5
Greuther Fürth;Turkey;1;27;70;180;83
Grimsby Town;England;18;27.1111111111111;57.1111111111111;182;76.2222222222222
Grimsby Town;Montserrat;1;21;61;180;72
Grimsby Town;Netherlands;1;24;60;183;83
Grimsby Town;Republic of Ireland;3;27;62;183.333333333333;80.3333333333333
Grimsby Town;Tanzania;1;25;60;185;76
Grimsby Town;Wales;2;30.5;59;184;77.5
Guadalajara;Mexico;27;25.037037037037;67.962962962963;175.518518518519;72.5185185185185
Guadalajara;United States;1;19;60;169;65
GwangJu FC;Japan;1;22;53;172;57
GwangJu FC;Korea Republic;25;23.56;58.56;181.28;72.08
GwangJu FC;Niger;1;27;64;187;73
GwangJu FC;Portugal;1;26;61;190;82
Hamburger SV;Albania;1;30;76;189;84
Hamburger SV;Austria;1;22;72;193;87
Hamburger SV;Brazil;2;22;74.5;181.5;72.5
Hamburger SV;Gambia;1;18;61;184;79
Hamburger SV;Germany;18;23.5555555555556;67.6111111111111;181.611111111111;75.7777777777778
Hamburger SV;Greece;1;25;77;185;87
Hamburger SV;Japan;1;26;74;176;74
Hamburger SV;Korea Republic;1;21;61;182;75
Hamburger SV;Serbia;1;24;79;184;82
Hamburger SV;Sweden;2;26.5;73.5;187;79.5
Hamburger SV;Switzerland;3;24;65;187;86
Hamburger SV;United States;1;24;75;180;79
Hamilton;Brazil;1;30;64;186;75
Hamilton;England;6;25.5;62.3333333333333;182.333333333333;74.1666666666667
Hamilton;Greece;2;27;65;183.5;80.5
Hamilton;Italy;1;36;68;189;79
Hamilton;Kosovo;1;25;61;183;77
Hamilton;Scotland;18;23.3888888888889;57.3333333333333;179.111111111111;71.6111111111111
Hamilton;Spain;1;26;62;188;78
Hammarby IF;Brazil;1;25;61;186;78
Hammarby IF;Denmark;1;25;68;190;77
Hammarby IF;Gabon;1;25;63;174;75
Hammarby IF;Gambia;1;29;66;177;68
Hammarby IF;Ghana;2;23;66.5;181.5;75
Hammarby IF;Iceland;3;29;64.3333333333333;187.666666666667;80
Hammarby IF;Norway;2;27.5;64.5;181;74
Hammarby IF;Palestine;1;29;65;182;75
Hammarby IF;Sweden;9;26.2222222222222;60.6666666666667;182.444444444444;77.4444444444444
Hannover 96;Austria;2;26.5;70;191;81.5
Hannover 96;Brazil;1;29;70;193;90
Hannover 96;Chile;1;26;70;180;80
Hannover 96;Croatia;1;21;66;191;89
Hannover 96;Denmark;1;24;72;170;75
Hannover 96;Germany;15;23.5333333333333;68;183.2;77.4666666666667
Hannover 96;Netherlands;1;27;71;191;91
Hannover 96;Norway;2;23;70.5;184.5;76.5
Hannover 96;Poland;1;26;72;185;81
Hannover 96;Russia;1;27;70;180;77
Hannover 96;Senegal;1;26;78;196;85
Hannover 96;Turkey;1;23;72;189;83
Hartlepool;England;22;23.2272727272727;56.5454545454545;181.045454545455;76.4090909090909
Hartlepool;Northern Ireland;4;24.5;59.75;181.25;75.5
Hartlepool;Republic of Ireland;2;25.5;61;177.5;68.5
Hearts;Cameroon;1;27;69;182;78
Hearts;Canada;2;18.5;53;176.5;70
Hearts;France;2;25;61.5;179;72
Hearts;Germany;1;24;61;187;82
Hearts;Ghana;1;28;63;183;75
Hearts;Greece;2;29.5;71;190.5;89
Hearts;Morocco;2;22;65;180.5;74.5
Hearts;Nigeria;1;26;60;184;75
Hearts;Northern Ireland;1;37;70;183;70
Hearts;Poland;1;22;63;188;83
Hearts;Portugal;1;25;70;182;88
Hearts;Scotland;11;23.4545454545455;61.4545454545455;182.363636363636;72.6363636363636
Hearts;Slovenia;1;27;63;185;72
Hearts;Sweden;1;26;58;196;90
Hearts;United States;2;25;67;189;77
Hellas Verona;Argentina;3;26.6666666666667;71.6666666666667;178;71.6666666666667
Hellas Verona;Brazil;1;28;68;190;85
Hellas Verona;France;2;24.5;69;185;75
Hellas Verona;Italy;18;26.6666666666667;69.2777777777778;181.333333333333;73.1111111111111
Hellas Verona;Romania;1;22;64;189;81
Helsingborgs IF;Denmark;3;28;64.3333333333333;182;77.6666666666667
Helsingborgs IF;Nigeria;1;23;59;174;69
Helsingborgs IF;South Africa;1;29;59;170;57
Helsingborgs IF;Sweden;19;25.5789473684211;60.4210526315789;180.842105263158;76.3684210526316
Helsingborgs IF;Togo;1;26;65;175;68
Helsingborgs IF;United States;1;30;64;193;90
Helsingborgs IF;Zimbabwe;1;26;66;181;80
Heracles Almelo;Armenia;1;19;62;183;78
Heracles Almelo;Belgium;1;34;70;191;83
Heracles Almelo;Czech Republic;1;25;67;180;72
Heracles Almelo;Germany;1;22;71;183;76
Heracles Almelo;Netherlands;20;23.6;65.95;179.75;73.05
Heracles Almelo;Sweden;2;24;69.5;180.5;75
Hertha BSC;Bosnia Herzegovina;1;32;80;188;82
Hertha BSC;Brazil;1;20;66;172;70
Hertha BSC;Czech Republic;1;26;79;171;64
Hertha BSC;Germany;16;22.6875;67.75;181.5;75.0625
Hertha BSC;Ivory Coast;1;31;81;184;77
Hertha BSC;Japan;1;25;76;177;68
Hertha BSC;Norway;2;30.5;79.5;182.5;78
Hertha BSC;Slovakia;2;26;74.5;178.5;72
Hertha BSC;Switzerland;2;27.5;76.5;179.5;71
Hertha BSC;Tunisia;1;30;73;184;77
Hertha BSC;United States;1;24;80;193;78
HJK Helsinki;Brazil;1;34;69;184;81
HJK Helsinki;Colombia;1;20;66;177;79
HJK Helsinki;Finland;13;21.6923076923077;59.3076923076923;181;75.8461538461538
HJK Helsinki;Gambia;2;28;64;180.5;74.5
HJK Helsinki;Germany;1;23;61;193;84
HJK Helsinki;Ghana;2;24.5;61.5;170;62
HJK Helsinki;Japan;1;29;65;167;68
HJK Helsinki;Nigeria;1;21;58;171;82
Houston Dynamo;Brazil;2;28.5;67;180.5;79.5
Houston Dynamo;Colombia;2;23.5;67;180;72.5
Houston Dynamo;England;1;23;56;178;77
Houston Dynamo;Guam;1;29;69;175;68
Houston Dynamo;Honduras;3;26;70.6666666666667;179.333333333333;74.3333333333333
Houston Dynamo;Mexico;1;24;68;183;81
Houston Dynamo;Panama;1;32;62;182;71
Houston Dynamo;Spain;1;31;69;186;77
Houston Dynamo;United States;14;26.2857142857143;61.0714285714286;182.785714285714;76.7142857142857
Houston Dynamo;Uruguay;1;37;69;170;66
Huddersfield;Australia;1;26;76;174;68
Huddersfield;Bermuda;1;26;71;174;75
Huddersfield;Denmark;1;20;65;197;83
Huddersfield;DR Congo;1;24;71;178;74
Huddersfield;England;15;24.0666666666667;64.2666666666667;179.733333333333;73.6
Huddersfield;Germany;4;26;70.5;186.25;78.75
Huddersfield;Netherlands;1;25;68;181;72
Huddersfield;Republic of Ireland;4;21.25;58.25;181;75.5
Huddersfield;Slovenia;1;21;63;190;78
Huddersfield;Wales;1;23;69;191;88
Hull City;Brazil;1;30;74;179;72
Hull City;DR Congo;1;31;78;185;73
Hull City;Egypt;1;29;75;182;78
Hull City;England;15;23.4666666666667;65.4;181.8;74.9333333333333
Hull City;Italy;1;29;75;195;81
Hull City;Norway;3;25.3333333333333;74.3333333333333;182;76
Hull City;Poland;1;28;77;180;78
Hull City;Republic of Ireland;2;24.5;67.5;183.5;82
Hull City;Scotland;3;29.6666666666667;74.6666666666667;179.333333333333;71.6666666666667
Hull City;Senegal;2;26.5;77;184.5;82
Hull City;Serbia;1;23;76;175;66
Hull City;Switzerland;1;32;70;191;83
Hull City;Uruguay;1;26;75;185;73
IF Elfsborg;Denmark;2;30.5;66.5;187.5;83
IF Elfsborg;Montserrat;1;26;65;177;74
IF Elfsborg;Norway;1;29;69;189;80
IF Elfsborg;Sweden;17;23.9411764705882;62.6470588235294;181;75.8823529411765
IF Elfsborg;Tunisia;1;25;67;186;84
IFK Göteborg;Australia;1;28;68;177;71
IFK Göteborg;Bolivia;1;32;67;187;78
IFK Göteborg;Denmark;2;28;71;183.5;75.5
IFK Göteborg;Ghana;2;19.5;57.5;175.5;70
IFK Göteborg;Iceland;1;22;65;183;73
IFK Göteborg;Ivory Coast;1;24;67;180;76
IFK Göteborg;Norway;3;21.6666666666667;64;189;82.6666666666667
IFK Göteborg;Sweden;10;26.3;64.2;182.1;77.7
IFK Göteborg;United States;1;26;69;184;71
IFK Norrköping;Austria;1;32;70;194;92
IFK Norrköping;Croatia;1;27;65;175;70
IFK Norrköping;Finland;2;27.5;68;176;77.5
IFK Norrköping;FYR Macedonia;1;26;70;190;86
IFK Norrköping;Iceland;3;23;63;185.333333333333;78.3333333333333
IFK Norrköping;Sweden;19;22.7368421052632;61.4736842105263;183.052631578947;75.6315789473684
IK Start;Finland;1;26;64;185;80
IK Start;Ghana;1;24;57;183;80
IK Start;Iceland;1;28;62;180;82
IK Start;Liberia;1;32;65;176;70
IK Start;Nigeria;2;22.5;57;180.5;80.5
IK Start;Norway;17;24.0588235294118;58.8823529411765;179.176470588235;75.1764705882353
IK Start;United States;1;25;61;183;80
Incheon United;Australia;1;22;64;189;83
Incheon United;Bosnia Herzegovina;1;29;68;195;91
Incheon United;Brazil;1;24;66;180;72
Incheon United;Korea Republic;24;25.125;64.2916666666667;179.958333333333;72.2083333333333
Incheon United;Serbia;1;29;66;198;91
Ind. Santa Fe;Argentina;3;30.6666666666667;74;180;79.3333333333333
Ind. Santa Fe;Colombia;25;25.84;68.76;180.92;75.64
Indep. Medellín;Argentina;2;27;71;177.5;74
Indep. Medellín;Colombia;26;26.6923076923077;69.1153846153846;179.5;75.6153846153846
Independiente;Argentina;24;24.3333333333333;68.2083333333333;177.875;73.75
Independiente;Uruguay;2;27;74;178;77
Inter;Argentina;5;29.8;80.2;179.6;75.8
