Club;Nacionalidad;Jugadores;Promedio edad;Promedio Rating;Promedio Altura;Promedio Peso
Deport. Alavés;Paraguay;1;24;76;176;73
Deport. Alavés;Serbia;2;26;73;180.5;72.5
Deport. Alavés;Spain;20;24.5;70.6;181.5;73.25
Deport. Alavés;Venezuela;1;29;73;184;70
Deportes Temuco;Argentina;3;25.3333333333333;62.6666666666667;175.666666666667;70.3333333333333
Deportes Temuco;Chile;23;26.695652173913;63.1739130434783;177.565217391304;75.695652173913
Deportes Temuco;Paraguay;1;23;69;170;70
Deportes Tolima;Colombia;26;26.1923076923077;66.1538461538462;180.923076923077;73.8846153846154
Deportes Tolima;Honduras;1;26;64;184;77
Deportes Tolima;Paraguay;1;28;70;183;80
Deportivo Cali;Argentina;1;28;73;170;65
Deportivo Cali;Colombia;26;24.1538461538462;65.6923076923077;180.846153846154;75.3076923076923
Deportivo Cali;Uruguay;1;23;62;182;72
Deportivo Pasto;Argentina;1;34;64;194;92
Deportivo Pasto;Colombia;23;26.2608695652174;62.6521739130435;176.695652173913;72.8695652173913
Deportivo Pasto;Ecuador;1;30;65;180;85
Deportivo Pasto;Paraguay;1;29;67;183;78
Deportivo Pasto;Uruguay;1;27;64;171;74
Derby County;Austria;1;20;54;185;72
Derby County;Belgium;1;22;69;182;68
Derby County;Brazil;1;22;54;178;66
Derby County;Czech Republic;1;24;70;180;73
Derby County;England;14;25.6428571428571;68.6428571428571;182.285714285714;75.7142857142857
Derby County;Guinea;1;27;71;178;71
Derby County;Netherlands;1;24;62;196;90
Derby County;Northern Ireland;1;35;68;181;74
Derby County;Republic of Ireland;3;27.3333333333333;71.6666666666667;188;83.3333333333333
Derby County;Scotland;4;28.25;70.25;176.25;73.25
Derby County;Slovenia;1;18;57;178;68
Derby County;Sweden;1;28;70;180;70
Derry City;Austria;1;27;58;178;73
Derry City;Israel;1;23;52;190;87
Derry City;Northern Ireland;8;23.125;53.75;181.375;76
Derry City;Republic of Ireland;12;21.1666666666667;54.1666666666667;178.416666666667;71.25
Derry City;Scotland;2;24.5;59.5;173;70
Dijon FCO;Algeria;1;24;71;180;79
Dijon FCO;Cape Verde;1;28;71;187;84
Dijon FCO;Congo;1;28;71;175;69
Dijon FCO;France;18;26.6111111111111;68.9444444444444;179.5;73.5
Dijon FCO;Hungary;1;24;69;188;83
Dijon FCO;Korea Republic;1;22;73;174;69
Dijon FCO;Morocco;2;29.5;71;186.5;77.5
Dijon FCO;Switzerland;1;29;70;183;80
Dijon FCO;Tunisia;1;25;63;188;79
Djurgårdens IF;Ivory Coast;1;20;54;192;83
Djurgårdens IF;Korea Republic;1;21;55;183;70
Djurgårdens IF;Netherlands;1;25;64;175;72
Djurgårdens IF;Norway;2;24;64;181.5;72.5
Djurgårdens IF;Senegal;1;19;51;189;75
Djurgårdens IF;Serbia;1;31;69;187;73
Djurgårdens IF;Sweden;19;25.2631578947368;63.1578947368421;183.578947368421;78.8421052631579
Djurgårdens IF;Zimbabwe;1;21;60;183;72
Doncaster;Cameroon;1;25;65;175;65
Doncaster;England;17;24.7647058823529;60.5294117647059;179.117647058824;73.4705882352941
Doncaster;France;1;29;67;188;80
Doncaster;Northern Ireland;1;23;65;188;84
Doncaster;Republic of Ireland;2;27;62.5;185;76.5
Doncaster;Scotland;1;25;65;183;80
Doncaster;Slovakia;1;23;57;190;80
Doncaster;Wales;1;22;62;193;82
Dundalk;Denmark;1;24;60;186;86
Dundalk;Northern Ireland;3;25.3333333333333;61;180.666666666667;78.6666666666667
Dundalk;Republic of Ireland;19;24.9473684210526;58.8421052631579;182.315789473684;75.1578947368421
Dundalk;Romania;1;30;57;189;87
Dundee FC;Bulgaria;1;27;58;186;75
Dundee FC;Canada;1;28;63;191;87
Dundee FC;England;3;27.6666666666667;65;181.666666666667;73.3333333333333
Dundee FC;Estonia;1;25;66;176;79
Dundee FC;France;2;26;61.5;182;79.5
Dundee FC;Netherlands;1;23;60;176;72
Dundee FC;Northern Ireland;1;32;64;189;80
Dundee FC;Republic of Ireland;1;30;68;185;82
Dundee FC;Scotland;13;22;57.7692307692308;180;71.3846153846154
Dundee FC;Spain;1;26;60;189;83
Dynamo Dresden;Argentina;1;26;68;184;80
Dynamo Dresden;France;1;34;59;196;87
Dynamo Dresden;Germany;25;24.12;65;183.08;79.48
Dynamo Dresden;Syria;1;22;67;175;75
EA Guingamp;Belgium;1;27;70;180;70
EA Guingamp;Brazil;1;28;77;178;72
EA Guingamp;DR Congo;1;23;71;178;77
EA Guingamp;France;23;26.4782608695652;69.7391304347826;180.608695652174;73.5652173913043
EA Guingamp;Guinea;1;25;66;180;73
EA Guingamp;Mali;1;21;60;176;65
EA Guingamp;Senegal;1;30;72;190;75
EA Guingamp;Sweden;1;27;74;188;84
Eint. Frankfurt;Argentina;1;30;78;188;83
Eint. Frankfurt;Austria;1;26;71;187;80
Eint. Frankfurt;Brazil;1;29;74;189;86
Eint. Frankfurt;Croatia;1;23;70;185;78
Eint. Frankfurt;Ecuador;1;23;67;186;79
Eint. Frankfurt;Finland;1;27;81;190;80
Eint. Frankfurt;Germany;11;23.2727272727273;67.3636363636364;185.181818181818;80.3636363636364
Eint. Frankfurt;Israel;1;24;68;176;81
Eint. Frankfurt;Jamaica;1;24;71;193;82
Eint. Frankfurt;Japan;1;33;77;180;72
Eint. Frankfurt;Mexico;1;27;78;168;65
Eint. Frankfurt;Morocco;1;18;66;188;75
Eint. Frankfurt;Serbia;2;24;72.5;178.5;71.5
Eint. Frankfurt;Spain;2;22;76.5;182;74
Eint. Frankfurt;Sweden;1;24;72;185;76
Eint. Frankfurt;Switzerland;2;23.5;71.5;180.5;80.5
Eint. Frankfurt;United States;1;27;76;186;81
Eint. Frankfurt;Uruguay;1;24;69;174;70
Elche CF;Bosnia Herzegovina;1;25;65;173;72
Elche CF;Congo;1;28;64;185;80
Elche CF;Spain;25;26.88;68.24;180.36;73.88
Elche CF;Venezuela;1;30;69;187;83
Empoli;Albania;1;24;64;183;80
Empoli;Austria;1;18;54;186;70
Empoli;Bosnia Herzegovina;1;23;71;184;74
Empoli;Colombia;1;20;68;181;80
Empoli;France;1;27;73;173;72
Empoli;Georgia;1;27;73;190;85
Empoli;Italy;14;28.2857142857143;70.2857142857143;179.928571428571;72.9285714285714
Empoli;Liechtenstein;1;26;72;175;71
Empoli;Morocco;1;26;78;185;74
Empoli;Poland;1;25;76;187;84
Empoli;Senegal;2;21.5;71;180.5;73.5
Empoli;Serbia;1;24;72;186;82
Empoli;Slovenia;1;22;62;177;70
Envigado;Colombia;24;21.1666666666667;59.9166666666667;178.458333333333;72.3333333333333
Envigado;England;1;27;64;176;74
Envigado;Panama;1;22;62;194;75
Envigado;Spain;2;20.5;63;174;64
Erzgebirge Aue;Azerbaijan;1;26;65;185;74
Erzgebirge Aue;Bosnia Herzegovina;1;25;67;175;72
Erzgebirge Aue;Croatia;1;27;66;185;80
Erzgebirge Aue;Germany;21;25.8571428571429;64.0476190476191;181.190476190476;77.4761904761905
Erzgebirge Aue;Kosovo;1;33;68;179;75
Erzgebirge Aue;Montenegro;1;21;63;178;77
ES Troyes AC;Brazil;2;31;68.5;184;78
ES Troyes AC;Cameroon;1;28;67;180;75
ES Troyes AC;Congo;1;21;54;189;84
ES Troyes AC;France;18;24.9444444444444;64.5;179.444444444444;73.0555555555556
ES Troyes AC;Gabon;1;23;65;170;64
ES Troyes AC;Mali;4;25.25;67.25;186.5;76.25
ES Troyes AC;Tunisia;1;32;66;170;65
Esbjerg fB;Australia;2;23;63;181.5;72.5
Esbjerg fB;Denmark;15;22.5333333333333;58.2;181.733333333333;75.5333333333333
Esbjerg fB;Georgia;3;22.3333333333333;56.3333333333333;185.333333333333;74
Esbjerg fB;Ghana;1;20;61;170;65
Esbjerg fB;Greece;2;23;66.5;182;77
Esbjerg fB;Iceland;1;25;64;186;75
Esbjerg fB;Norway;1;30;66;187;81
Esbjerg fB;Sweden;1;25;67;177;73
Estoril Praia;Brazil;14;21.9285714285714;65.7857142857143;180.785714285714;74.2142857142857
Estoril Praia;Cape Verde;1;22;63;194;87
Estoril Praia;Portugal;11;27.5454545454545;69.7272727272727;181.636363636364;76
Estoril Praia;Russia;1;23;65;188;83
Estoril Praia;Senegal;1;23;69;190;82
Estoril Praia;Ukraine;1;23;62;183;64
Estudiantes;Argentina;27;25.4814814814815;66.7777777777778;178.555555555556;75.7777777777778
Estudiantes;Chile;1;19;69;170;68
Estudiantes;Colombia;1;21;62;179;70
Estudiantes;Uruguay;1;27;72;177;78
Everton;Argentina;1;26;77;186;80
Everton;Belgium;3;24;75.6666666666667;185.666666666667;79.6666666666667
Everton;Bosnia Herzegovina;1;24;76;177;78
Everton;DR Congo;1;27;78;185;84
Everton;Ecuador;1;27;76;174;74
Everton;England;16;23.125;67.9375;180.25;73.0625
Everton;France;1;27;82;185;75
Everton;Ivory Coast;1;33;75;182;81
Everton;Netherlands;1;34;76;197;92
Everton;Poland;1;20;58;183;64
Everton;Republic of Ireland;3;24.6666666666667;74.6666666666667;178.333333333333;71
Everton;Senegal;1;27;82;174;72
Everton;Spain;1;26;76;195;90
Everton;Wales;1;32;83;182;91
Excelsior;Angola;1;27;67;170;68
Excelsior;Brazil;1;29;67;189;83
Excelsior;Cameroon;1;22;61;181;76
Excelsior;Cape Verde;1;28;66;182;80
Excelsior;Netherlands;19;24.9473684210526;66.3684210526316;182.421052631579;75.4736842105263
Excelsior;Poland;1;25;65;192;92
Excelsior;Serbia;1;20;64;180;68
Excelsior;Suriname;1;26;67;170;73
Exeter City;Austria;1;30;63;188;83
Exeter City;England;20;25.15;58.25;180.7;71.45
Exeter City;Jamaica;1;29;65;183;70
Exeter City;Republic of Ireland;2;22.5;60;182;77
Exeter City;Wales;4;24.5;61.25;178;73
F. Düsseldorf;Austria;1;22;68;179;75
F. Düsseldorf;Germany;20;24.55;66.25;184.1;80.45
F. Düsseldorf;Ivory Coast;1;32;68;174;76
F. Düsseldorf;Japan;1;20;58;180;72
F. Düsseldorf;Poland;1;31;70;184;80
F. Düsseldorf;Togo;1;22;67;183;77
F. Düsseldorf;Turkey;2;22.5;64;181.5;79
F. Düsseldorf;United States;1;24;64;183;79
F. Santa Maria;Brazil;7;27.2857142857143;67.7142857142857;183.428571428571;76.5714285714286
F. Santa Maria;Cameroon;1;20;60;189;78
F. Santa Maria;Cape Verde;1;31;71;180;74
F. Santa Maria;Greece;1;26;69;185;78
F. Santa Maria;Haiti;1;31;68;174;67
F. Santa Maria;Nigeria;2;20.5;62;176;72
F. Santa Maria;Portugal;14;26.5714285714286;67.6428571428571;178.071428571429;72.1428571428571
F. Santa Maria;Uganda;1;25;64;177;72
Falkenbergs FF;Denmark;1;26;61;189;85
Falkenbergs FF;England;1;26;62;191;102
Falkenbergs FF;Ghana;1;22;60;169;61
Falkenbergs FF;Norway;1;25;63;175;62
Falkenbergs FF;Sweden;19;25.5263157894737;58.4210526315789;182.368421052632;78.1578947368421
FC Augsburg;Austria;3;22.6666666666667;68.3333333333333;186;80.6666666666667
FC Augsburg;Brazil;1;28;75;184;85
FC Augsburg;Czech Republic;1;27;72;180;75
FC Augsburg;France;1;26;74;179;79
FC Augsburg;Germany;14;25.6428571428571;67.6428571428571;183;77.2142857142857
FC Augsburg;Greece;2;23.5;66.5;184;74.5
FC Augsburg;Iceland;1;28;76;185;78
FC Augsburg;Japan;1;24;75;178;69
FC Augsburg;Korea Republic;2;26.5;74;185;77
FC Augsburg;Netherlands;2;29;76.5;182.5;74.5
FC Augsburg;Paraguay;1;29;78;181;88
FC Augsburg;Serbia;1;30;74;185;84
FC Augsburg;Switzerland;1;29;80;192;84
FC Augsburg;Turkey;2;27.5;67;181;72
FC Barcelona;Argentina;2;30.5;88.5;172;72.5
FC Barcelona;Brazil;3;23.3333333333333;81.6666666666667;177.666666666667;73.3333333333333
FC Barcelona;Cameroon;1;20;68;170;72
FC Barcelona;Croatia;1;29;87;184;78
FC Barcelona;France;3;26.3333333333333;80.6666666666667;182.666666666667;77.6666666666667
FC Barcelona;Germany;1;24;83;187;85
FC Barcelona;Netherlands;1;27;81;185;83
FC Barcelona;Portugal;1;23;83;188;84
FC Barcelona;Spain;17;24.2941176470588;74.8235294117647;180.411764705882;72.4117647058823
FC Barcelona;Turkey;1;30;84;177;76
FC Barcelona;Uruguay;2;24;77.5;185.5;81.5
FC Basel;Albania;1;26;72;172;72
FC Basel;Argentina;1;34;77;182;79
FC Basel;Austria;1;33;75;196;93
FC Basel;Colombia;1;24;76;181;84
FC Basel;Czech Republic;2;28.5;77.5;185.5;80.5
FC Basel;Denmark;1;26;68;190;79
FC Basel;Egypt;1;25;69;174;71
FC Basel;Italy;1;20;57;175;70
FC Basel;Ivory Coast;3;29.3333333333333;76;176;75.6666666666667
FC Basel;Norway;1;22;76;178;70
FC Basel;Paraguay;1;19;65;178;68
FC Basel;Serbia;1;19;63;195;91
FC Basel;Slovenia;1;23;69;180;74
FC Basel;Sweden;1;22;72;180;74
FC Basel;Switzerland;10;24.8;62.9;180.3;76.2
FC Bayern;Austria;2;21.5;73;182;75.5
FC Bayern;Brazil;2;28.5;81;171;66.5
FC Bayern;Chile;1;29;87;180;75
FC Bayern;France;2;26.5;83;174;71.5
FC Bayern;Germany;12;25.8333333333333;75.8333333333333;183.833333333333;79.75
FC Bayern;Netherlands;1;33;87;180;80
FC Bayern;Poland;1;28;90;185;79
FC Bayern;Portugal;1;19;77;176;70
FC Bayern;Spain;4;28;83;179.25;74.5
FC Dallas;Argentina;4;30;72.75;174.75;67
FC Dallas;Belgium;1;29;73;175;71
FC Dallas;Canada;2;21;58.5;175;72.5
FC Dallas;Colombia;1;25;71;162;59
FC Dallas;Ecuador;2;20.5;69;174.5;69
FC Dallas;Honduras;1;33;68;181;85
FC Dallas;Mexico;3;23;64;185.333333333333;76.3333333333333
FC Dallas;Paraguay;1;23;70;180;79
FC Dallas;St Kitts Nevis;1;32;67;191;84
FC Dallas;United States;10;22.3;62.2;184.2;80.4
FC Dallas;Venezuela;1;21;61;165;65
FC Groningen;Australia;2;22.5;64.5;181;73
FC Groningen;Bosnia Herzegovina;1;23;68;185;77
FC Groningen;Denmark;1;24;69;190;80
FC Groningen;Netherlands;21;24.1904761904762;65.3333333333333;182.809523809524;76.1904761904762
FC Groningen;Norway;2;24.5;70;183.5;82
FC Groningen;Papua New Guinea;1;21;61;175;71
FC Groningen;Sweden;1;22;73;173;76
FC Groningen;United States;1;21;65;182;73
FC Ingolstadt;Australia;1;26;72;181;82
FC Ingolstadt;Austria;2;27.5;73;185.5;79.5
FC Ingolstadt;Brazil;1;31;76;184;86
FC Ingolstadt;Cameroon;1;31;76;184;83
FC Ingolstadt;Croatia;1;20;52;194;86
FC Ingolstadt;Denmark;1;26;73;188;87
FC Ingolstadt;DR Congo;1;24;73;188;75
FC Ingolstadt;France;1;30;72;190;88
FC Ingolstadt;Germany;13;23.4615384615385;66.0769230769231;184.076923076923;79.1538461538462
FC Ingolstadt;Israel;1;28;73;170;71
FC Ingolstadt;Norway;1;26;73;192;90
FC Ingolstadt;Paraguay;1;26;74;178;72
FC Ingolstadt;Switzerland;1;22;71;182;72
FC Ingolstadt;United States;1;26;72;183;77
FC København;Denmark;14;26.2142857142857;69.4285714285714;183.642857142857;76.1428571428571
FC København;FYR Macedonia;1;26;70;184;73
FC København;Norway;2;26.5;59.5;185;76
FC København;Paraguay;1;25;73;187;85
FC København;Serbia;1;23;63;189;85
FC København;Slovakia;1;26;61;189;70
FC København;Slovenia;1;23;71;179;75
FC København;Sweden;4;28;71.25;190;83.75
FC Krasnodar;Belarus;1;29;74;192;85
FC Krasnodar;Brazil;3;29;77.3333333333333;178;73.3333333333333
FC Krasnodar;Burkina Faso;1;29;77;182;78
FC Krasnodar;Colombia;1;29;74;174;65
FC Krasnodar;Ecuador;1;22;70;174;78
FC Krasnodar;Georgia;1;25;71;181;71
FC Krasnodar;Russia;15;26.4;71.1333333333333;181.866666666667;75
FC Krasnodar;Sweden;2;28;76.5;187.5;81.5
FC Krasnodar;Uruguay;1;27;76;170;63
FC Lausanne;Brazil;1;29;62;182;80
FC Lausanne;Costa Rica;1;25;70;179;71
FC Lausanne;France;1;31;61;193;83
FC Lausanne;Italy;3;26;60;180.666666666667;76
FC Lausanne;Korea DPR;1;24;64;188;83
FC Lausanne;Kosovo;1;24;63;181;76
FC Lausanne;Nigeria;1;31;73;183;81
FC Lausanne;Panama;1;28;68;180;75
FC Lausanne;Portugal;1;23;61;192;82
FC Lausanne;Spain;2;23;62.5;185.5;72.5
FC Lausanne;Switzerland;13;23.5384615384615;59.8461538461538;179.923076923077;73.7692307692308
FC Lausanne;Uruguay;1;21;66;174;67
FC Lorient;Algeria;1;31;74;180;69
FC Lorient;Cameroon;1;28;77;180;74
FC Lorient;DR Congo;1;32;73;172;67
FC Lorient;FIFA16_NationName_215;1;29;72;184;87
FC Lorient;France;21;25;68.4761904761905;179.333333333333;72.3809523809524
FC Lorient;Ghana;2;25;74;176;75.5
FC Lorient;Guinea;2;20;61;180.5;73.5
FC Lorient;Portugal;1;24;74;183;84
FC Lorient;Senegal;1;27;70;183;73
FC Lorient;Tunisia;1;21;60;175;72
FC Lugano;Albania;1;25;65;185;80
FC Lugano;Brazil;1;22;60;174;70
FC Lugano;Croatia;2;25.5;60.5;181.5;75.5
FC Lugano;Equatorial Guinea;1;20;59;184;75
FC Lugano;FYR Macedonia;1;25;63;172;65
FC Lugano;Gambia;1;23;49;188;75
FC Lugano;Hungary;1;23;62;185;82
FC Lugano;Israel;1;23;56;178;74
FC Lugano;Italy;5;27.8;61.8;180.2;73.4
FC Lugano;Serbia;1;25;58;192;83
FC Lugano;Slovenia;1;21;59;185;80
FC Lugano;Switzerland;10;25.7;59.5;179.3;74.6
FC Lugano;Venezuela;1;20;64;182;80
FC Luzern;Australia;1;25;67;190;83
FC Luzern;Brazil;1;24;58;193;79
FC Luzern;Croatia;1;34;67;192;88
FC Luzern;Germany;1;31;68;171;77
FC Luzern;Kosovo;1;24;64;179;68
FC Luzern;Mauritania;1;30;64;181;78
FC Luzern;Portugal;1;35;74;183;80
FC Luzern;Serbia;1;18;53;185;74
FC Luzern;Switzerland;16;23.9375;61;182.8125;76.625
FC Metz;Argentina;1;29;70;193;92
FC Metz;Cameroon;2;30.5;71.5;180.5;72.5
FC Metz;France;17;24.5294117647059;66;179.941176470588;75.4117647058823
FC Metz;Ivory Coast;1;24;69;180;82
FC Metz;Japan;1;34;69;185;82
FC Metz;Luxembourg;3;19.6666666666667;61.6666666666667;182.666666666667;74.6666666666667
FC Metz;Mali;1;28;76;194;88
FC Metz;Senegal;4;21.5;64.75;181.5;73
FC Metz;Serbia;1;33;74;185;81
FC Metz;Spain;1;25;73;172;64
FC Metz;Turkey;1;30;75;181;84
FC Midtjylland;Brazil;1;27;70;178;75
FC Midtjylland;Congo;1;20;56;177;72
FC Midtjylland;Czech Republic;1;26;72;182;79
FC Midtjylland;Denmark;14;23.7142857142857;64.0714285714286;183.857142857143;75.3571428571429
FC Midtjylland;Finland;3;27;64.3333333333333;185.666666666667;79.3333333333333
FC Midtjylland;Netherlands;1;34;73;176;74
FC Midtjylland;Nigeria;3;23;63.6666666666667;183.666666666667;72.3333333333333
FC Midtjylland;Norway;1;24;71;182;70
FC Midtjylland;Sweden;2;26.5;69.5;187;81.5
FC Nantes;Argentina;1;26;76;187;75
FC Nantes;Belgium;1;33;77;186;79
FC Nantes;Brazil;2;24.5;74;181.5;75.5
FC Nantes;Burkina Faso;1;29;74;178;72
FC Nantes;Cameroon;1;20;62;175;68
FC Nantes;Colombia;1;26;77;178;83
FC Nantes;Congo;1;23;66;182;81
FC Nantes;France;16;22.5625;66.625;181.6875;74.5625
FC Nantes;Iceland;1;27;76;186;80
FC Nantes;Ivory Coast;1;24;73;184;71
FC Nantes;Mali;1;19;56;170;65
FC Nantes;Morocco;1;25;71;188;78
FC Nantes;Poland;1;21;71;183;72
FC Nantes;Portugal;1;24;75;181;72
FC Nantes;Sweden;1;25;69;181;72
FC Nantes;Venezuela;1;32;74;191;85
FC Nordsjælland;Croatia;1;21;52;176;78
FC Nordsjælland;Denmark;16;22.4375;58.75;180.5625;73.875
FC Nordsjælland;Ghana;2;25;66;175;70
FC Nordsjælland;Iceland;1;22;56;185;78
FC Nordsjælland;Netherlands;1;20;65;190;88
FC Nordsjælland;Norway;2;23;63;168.5;67.5
FC Nordsjælland;Slovakia;1;22;67;170;64
FC Nordsjælland;Sweden;2;22;63;185;76
FC Nordsjælland;Tunisia;1;20;57;168;67
FC Orenburg;Belarus;5;28.4;66.8;185.6;79
FC Orenburg;Bulgaria;1;35;70;185;84
FC Orenburg;Croatia;1;28;65;195;87
FC Orenburg;Georgia;1;24;59;193;82
FC Orenburg;Russia;17;28.8823529411765;66.5882352941177;183.941176470588;77
FC Orenburg;Slovakia;1;28;70;183;75
FC Orenburg;Slovenia;1;27;68;187;75
FC Orenburg;Uzbekistan;1;29;66;176;68
FC Porto;Algeria;1;27;82;175;66
FC Porto;Belgium;2;25;71.5;185.5;79
FC Porto;Brazil;4;24.75;78.25;181.25;75.25
FC Porto;France;1;26;74;191;81
FC Porto;Mexico;5;23.8;75.2;181.2;71
FC Porto;Nigeria;1;20;72;189;78
FC Porto;Portugal;12;21.9166666666667;72;182.666666666667;76.25
FC Porto;Spain;3;28.6666666666667;80;182.333333333333;74.6666666666667
FC Porto;Uruguay;1;32;79;173;73
FC Rostov;Belarus;1;35;75;172;70
FC Rostov;Ecuador;1;31;80;183;75
FC Rostov;Iran;1;22;77;186;79
FC Rostov;Moldova;1;33;75;186;79
FC Rostov;Montenegro;1;29;68;186;79
FC Rostov;Romania;1;31;69;179;74
FC Rostov;Russia;18;24.3888888888889;65.4444444444444;184.277777777778;75.5
FC Rostov;Slovenia;1;26;73;190;85
FC Rostov;Spain;1;37;78;197;88
FC Rostov;Ukraine;1;33;77;185;76
FC Schalke 04;Algeria;1;22;79;187;78
FC Schalke 04;Argentina;1;27;76;193;88
FC Schalke 04;Austria;2;25;76.5;182.5;77.5
FC Schalke 04;Belgium;1;18;58;180;72
FC Schalke 04;Bosnia Herzegovina;1;23;78;183;85
FC Schalke 04;Brazil;1;34;83;198;91
FC Schalke 04;Cameroon;1;28;78;191;91
FC Schalke 04;France;1;26;77;180;82
FC Schalke 04;Germany;14;24;71.9285714285714;185.214285714286;79.0714285714286
FC Schalke 04;Ghana;2;20.5;69;175.5;69.5
FC Schalke 04;Italy;1;29;79;182;79
FC Schalke 04;Japan;1;29;75;176;70
FC Schalke 04;Kosovo;1;20;72;172;70
FC Schalke 04;Netherlands;1;33;79;186;83
FC Schalke 04;Serbia;1;24;80;188;83
FC Schalke 04;Spain;1;29;80;177;74
FC Schalke 04;Switzerland;1;20;76;185;84
FC Schalke 04;Ukraine;1;27;82;178;78
FC Seoul;Brazil;1;27;64;176;76
FC Seoul;Korea Republic;25;27.32;66.2;181.28;74.4
FC Seoul;Montenegro;1;35;76;187;81
FC Seoul;Spain;1;28;74;192;83
FC Sion;Belgium;1;27;75;180;79
FC Sion;Brazil;2;24.5;68.5;179.5;71.5
FC Sion;DR Congo;1;21;69;172;72
FC Sion;France;1;29;71;191;85
FC Sion;Gambia;1;27;67;176;79
FC Sion;Guinea;1;29;71;186;78
FC Sion;Ivory Coast;1;33;75;166;65
FC Sion;Montenegro;1;30;65;179;75
FC Sion;Portugal;2;26;66.5;178;76
FC Sion;Russia;1;21;66;189;82
FC Sion;Senegal;3;23;65.3333333333333;182.666666666667;76
FC Sion;Switzerland;12;23.75;58.9166666666667;181.583333333333;74.9166666666667
FC Sochaux;Belgium;1;31;68;191;85
FC Sochaux;Brazil;1;34;65;188;83
FC Sochaux;Cameroon;1;26;66;189;80
FC Sochaux;France;21;22.6666666666667;62.1904761904762;182.571428571429;75.1904761904762
FC Sochaux;Madagascar;1;32;72;183;74
FC Sochaux;Switzerland;1;29;66;185;82
FC Sochaux;Tunisia;2;29.5;71.5;182;75.5
FC St. Gallen;Algeria;1;26;68;181;67
FC St. Gallen;Bosnia Herzegovina;1;32;75;182;79
FC St. Gallen;DR Congo;1;26;68;171;66
FC St. Gallen;FYR Macedonia;1;23;61;196;89
FC St. Gallen;Germany;3;22.6666666666667;59.6666666666667;179;72.6666666666667
FC St. Gallen;Luxembourg;1;32;59;174;74
FC St. Gallen;Serbia;2;23;62.5;181;75
FC St. Gallen;Switzerland;11;24.3636363636364;64.9090909090909;181.545454545455;75.1818181818182
FC St. Gallen;Tunisia;2;28;68.5;184;79
FC St. Pauli;Germany;20;24.95;65.4;184.3;78.65
FC St. Pauli;Japan;1;24;68;183;71
FC St. Pauli;Korea Republic;2;22;60.5;181;74.5
FC St. Pauli;Morocco;1;30;71;188;88
FC St. Pauli;Norway;1;22;70;177;71
FC St. Pauli;Poland;1;29;70;175;63
FC St. Pauli;Switzerland;1;22;62;180;85
FC St. Pauli;Turkey;1;22;71;179;70
FC Thun;Croatia;1;19;55;182;75
FC Thun;France;1;23;56;182;74
FC Thun;Israel;1;25;60;183;76
FC Thun;Portugal;2;26.5;59;177.5;72.5
FC Thun;Serbia;1;27;60;177;70
FC Thun;Switzerland;20;24.8;59.3;181.85;75.75
FC Tokyo;Australia;1;28;69;173;70
FC Tokyo;Japan;27;26.9259259259259;63.8888888888889;178.666666666667;74
FC Tokyo;Korea Republic;1;22;57;177;69
FC Tokyo;Nigeria;1;33;73;178;79
FC Tom Tomsk;Croatia;1;29;70;188;82
FC Tom Tomsk;Moldova;1;24;66;179;73
FC Tom Tomsk;Russia;27;21.4074074074074;58.962962962963;180.962962962963;72.037037037037
FC Twente;Belgium;1;20;64;165;75
FC Twente;Denmark;1;20;68;190;89
FC Twente;Finland;2;20;62.5;181.5;75
FC Twente;Germany;4;24;64.25;182;79
FC Twente;Ghana;1;20;66;170;60
FC Twente;Guinea;1;21;63;186;80
FC Twente;Kosovo;1;20;70;181;66
FC Twente;Morocco;1;28;75;178;70
FC Twente;Netherlands;13;22.6923076923077;64.7692307692308;185.538461538462;79.1538461538462
FC Twente;Poland;1;26;72;183;75
FC Twente;Slovenia;1;24;65;175;65
FC Twente;South Africa;1;26;74;175;72
FC Twente;Turkey;1;19;73;185;78
FC Ufa;Croatia;1;25;70;194;86
FC Ufa;Czech Republic;1;26;69;179;73
FC Ufa;Georgia;1;28;65;190;83
FC Ufa;Moldova;2;20.5;61.5;184.5;73.5
FC Ufa;Nigeria;2;26.5;72;178;74
FC Ufa;Russia;18;25.8333333333333;66.0555555555556;181.5;76.0555555555556
FC Ufa;Slovenia;1;30;76;176;75
FC Ural;Armenia;1;30;70;177;72
FC Ural;Bulgaria;1;29;69;175;64
FC Ural;Georgia;2;22;65.5;179;73.5
FC Ural;Ivory Coast;2;21.5;62;183.5;77.5
FC Ural;Romania;1;29;73;187;80
FC Ural;Russia;18;25.6111111111111;65.5555555555556;180.222222222222;72.9444444444444
FC Ural;Serbia;2;19.5;64.5;184.5;78
FC Ural;Slovenia;1;29;63;190;82
FC Ural;Ukraine;1;30;70;182;76
FC Ural;Zambia;1;26;73;178;68
FC Utrecht;Denmark;2;27;68;190;84.5
FC Utrecht;England;1;19;63;178;66
FC Utrecht;France;1;22;77;190;88
FC Utrecht;Germany;2;25;68.5;173;68
FC Utrecht;Morocco;2;22;71.5;176;72
FC Utrecht;Netherlands;22;23.1818181818182;67.2272727272727;184.909090909091;75.9545454545455
FC Vaduz;Albania;1;23;55;190;80
FC Vaduz;Argentina;1;32;65;184;73
FC Vaduz;Croatia;1;27;64;180;76
FC Vaduz;Denmark;1;21;56;182;75
FC Vaduz;Germany;3;24;60.6666666666667;184.333333333333;78.6666666666667
